number,time,thscode,ths_bond_code_bond,ths_maturity_date_bond,ths_vol_yz_bond,ths_close_daily_settle_bond,ths_surplus_term_d_bond,ths_remain_duration_y_bond
231,2026/4/10,230002.IB,230002,"20,280,115","80,000,000.00",1.195,645,1.7671
232,2026/4/9,230002.IB,230002,"20,280,115","50,140,000.00",1.19,646,1.7699
233,2026/4/10,220027.IB,220027,"20,291,215",0,1.3515,"1,345",3.6822
234,2026/4/9,220027.IB,220027,"20,291,215","60,000,000.00",1.3525,"1,346",3.6849
235,2026/4/10,220025.IB,220025,"20,321,115","1,136,080,000.00",1.5825,"2,411",6.6
236,2026/4/9,220025.IB,220025,"20,321,115","30,900,000.00",1.58,"2,412",6.6027
237,2026/4/10,220024.IB,220024,"20,521,025","170,000,000.00",2.3275,"9,695",26.5425
238,2026/4/9,220024.IB,220024,"20,521,025","150,610,000.00",2.3375,"9,696",26.5452
239,2026/4/10,220022.IB,220022,"20,271,015","50,000,000.00",1.21,553,1.5151
240,2026/4/9,220022.IB,220022,"20,271,015","630,000,000.00",1.21,554,1.5178
241,2026/4/10,220021.IB,220021,"20,290,925","200,000,000.00",1.3525,"1,264",3.4603
242,2026/4/9,220021.IB,220021,"20,290,925",0,1.3443,"1,265",3.463
243,2026/4/10,220019.IB,220019,"20,320,901","21,020,000.00",1.6024,"2,336",6.3945
244,2026/4/9,220019.IB,220019,"20,320,901","100,000,000.00",1.6,"2,337",6.3973
245,2026/4/10,220017.IB,220017,"20,320,815","200,810,000.00",1.5935,"2,319",6.3479
246,2026/4/9,220017.IB,220017,"20,320,815","160,000,000.00",1.595,"2,320",6.3507
247,2026/4/10,220016.IB,220016,"20,270,725","330,000,000.00",1.15,471,1.2904
248,2026/4/9,220016.IB,220016,"20,270,725","150,000,000.00",1.15,472,1.2932
249,2026/4/10,220015.IB,220015,"20,720,715",0,2.45,"16,898",46.263
250,2026/4/9,220015.IB,220015,"20,720,715","40,000,000.00",2.45,"16,899",46.2658
251,2026/4/10,220012.IB,220012,"20,290,615","140,000,000.00",1.31,"1,162",3.1808
252,2026/4/9,220012.IB,220012,"20,290,615","130,870,000.00",1.304,"1,163",3.1836
253,2026/4/10,220010.IB,220010,"20,320,515","201,720,000.00",1.5515,"2,227",6.0959
254,2026/4/9,220010.IB,220010,"20,320,515",0,1.5633,"2,228",6.0986
255,2026/4/10,220008.IB,220008,"20,520,415","630,000,000.00",2.3125,"9,502",26.0137
256,2026/4/9,220008.IB,220008,"20,520,415","411,110,000.00",2.331,"9,503",26.0164
257,2026/4/10,220007.IB,220007,"20,270,415","41,000,000.00",1.1099,370,1.0137
258,2026/4/9,220007.IB,220007,"20,270,415","60,000,000.00",1.1,371,1.0164
259,2026/4/10,220006.IB,220006,"20,290,324","100,000,000.00",1.2825,"1,079",2.9534
260,2026/4/9,220006.IB,220006,"20,290,324","100,000,000.00",1.2825,"1,080",2.9562
261,2026/4/10,220003.IB,220003,"20,320,217","1,385,480,000.00",1.5375,"2,139",5.8575
262,2026/4/9,220003.IB,220003,"20,320,217","745,000,000.00",1.5425,"2,140",5.8603
263,2026/4/10,220002.IB,220002,"20,270,120","170,000,000.00",1.09,285,0.7808
264,2026/4/9,220002.IB,220002,"20,270,120","560,000,000.00",1.09,286,0.7836
265,2026/4/10,210017.IB,210017,"20,311,118","43,940,000.00",1.48,"2,048",5.6082
266,2026/4/9,210017.IB,210017,"20,311,118","210,000,000.00",1.48,"2,049",5.611
267,2026/4/10,210014.IB,210014,"20,511,018","290,000,000.00",2.311,"9,322",25.5233
268,2026/4/9,210014.IB,210014,"20,511,018","721,490,000.00",2.33,"9,323",25.526
269,2026/4/10,210013.IB,210013,"20,281,014","160,000,000.00",1.2025,918,2.5123
270,2026/4/9,210013.IB,210013,"20,281,014","1,250,000,000.00",1.2,919,2.5151
271,2026/4/10,210011.IB,210011,"20,260,812","200,000,000.00",0.9399,124,0.3397
272,2026/4/9,210011.IB,210011,"20,260,812","210,000,000.00",0.94,125,0.3425
273,2026/4/10,210009.IB,210009,"20,310,527","352,250,000.00",1.3925,"1,873",5.1288
274,2026/4/9,210009.IB,210009,"20,310,527","200,020,000.00",1.3925,"1,874",5.1315
275,2026/4/10,210007.IB,210007,"20,280,513","200,000,000.00",1.11,764,2.0904
276,2026/4/9,210007.IB,210007,"20,280,513","50,000,000.00",1.11,765,2.0932
277,2026/4/10,210005.IB,210005,"20,510,412","1,123,090,000.00",2.34,"9,133",25.0055
278,2026/4/9,210005.IB,210005,"20,510,412","592,800,000.00",2.33,"9,134",25.0082
279,2026/4/10,210003.IB,210003,"20,710,322","20,000,000.00",2.455,"16,417",44.9479
280,2026/4/9,210003.IB,210003,"20,710,322",0,2.4738,"16,418",44.9507
281,2026/4/10,200017.IB,200017,"20,271,203","50,000,000.00",1,602,1.6493
282,2026/4/9,200017.IB,200017,"20,271,203","650,000,000.00",1.005,603,1.6521
283,2026/4/10,200016.IB,200016,"20,301,119","30,000,000.00",1.275,"1,684",4.611
284,2026/4/9,200016.IB,200016,"20,301,119","210,000,000.00",1.275,"1,685",4.6137
285,2026/4/10,200012.IB,200012,"20,500,914","970,500,000.00",2.3105,"8,923",24.4301
286,2026/4/9,200012.IB,200012,"20,500,914","1,938,520,000.00",2.335,"8,924",24.4329
287,2026/4/10,200008.IB,200008,"20,270,604","605,000,000.00",1.06,420,1.1507
288,2026/4/9,200008.IB,200008,"20,270,604","200,000,000.00",1.06,421,1.1534
289,2026/4/10,200007.IB,200007,"20,700,525","2,000,000.00",2.46,"16,116",44.1233
290,2026/4/9,200007.IB,200007,"20,700,525","170,000,000.00",2.465,"16,117",44.126
291,2026/4/10,200006.IB,200006,"20,300,521","390,000,000.00",1.415,"1,502",4.1123
292,2026/4/9,200006.IB,200006,"20,300,521","3,062,400,000.00",1.415,"1,503",4.1151
293,2026/4/10,200004.IB,200004,"20,500,316","835,000,000.00",2.33,"8,741",23.9315
294,2026/4/9,200004.IB,200004,"20,500,316","512,800,000.00",2.33,"8,742",23.9342
295,2026/4/10,2000004.IB,2000004,"20,300,716",0,1.3558,"1,558",4.2658
296,2026/4/9,2000004.IB,2000004,"20,300,716",0,1.3568,"1,559",4.2685
297,2026/4/10,2000003.IB,2000003,"20,300,624","410,000,000.00",1.3963,"1,536",4.2055
298,2026/4/9,2000003.IB,2000003,"20,300,624",0,1.3799,"1,537",4.2082
299,2026/4/10,2000002.IB,2000002,"20,270,619",0,1.1153,435,1.1918
300,2026/4/9,2000002.IB,2000002,"20,270,619",0,1.1188,436,1.1945
301,2026/4/10,190016.IB,190016,"20,261,205",0,0.7906,239,0.6548
302,2026/4/9,190016.IB,190016,"20,261,205","900,000,000.00",0.8,240,0.6575
303,2026/4/10,190015.IB,190015,"20,291,121",0,1.2336,"1,321",3.6164
304,2026/4/9,190015.IB,190015,"20,291,121","110,000,000.00",1.235,"1,322",3.6192
305,2026/4/10,190010.IB,190010,"20,490,722","300,500,000.00",2.31,"8,504",23.2822
306,2026/4/9,190010.IB,190010,"20,490,722","1,001,000,000.00",2.3325,"8,505",23.2849
307,2026/4/10,190008.IB,190008,"20,690,624",0,2.4625,"15,781",43.2055
308,2026/4/9,190008.IB,190008,"20,690,624","10,000,000.00",2.4625,"15,782",43.2082
309,2026/4/10,190006.IB,190006,"20,290,523","280,000,000.00",1.125,"1,139",3.1178
310,2026/4/9,190006.IB,190006,"20,290,523","250,960,000.00",1.125,"1,140",3.1205
311,2026/4/10,180027.IB,180027,"20,281,122",0,1.11,957,2.6192
312,2026/4/9,180027.IB,180027,"20,281,122",0,1.1122,958,2.6219
313,2026/4/10,180025.IB,180025,"20,681,119","100,000,000.00",2.45,"15,564",42.611
314,2026/4/9,180025.IB,180025,"20,681,119",0,2.4598,"15,565",42.6137
315,2026/4/10,180024.IB,180024,"20,481,022","1,120,000,000.00",2.31,"8,231",22.5342
316,2026/4/9,180024.IB,180024,"20,481,022","690,600,000.00",2.315,"8,232",22.537
317,2026/4/10,180019.IB,180019,"20,280,816",0,0.9138,859,2.3507
318,2026/4/9,180019.IB,180019,"20,280,816",0,0.9167,860,2.3534
319,2026/4/10,180017.IB,180017,"20,480,723","40,000,000.00",2.3,"8,140",22.2849
320,2026/4/9,180017.IB,180017,"20,480,723","110,000,000.00",2.325,"8,141",22.2877
321,2026/4/10,180012.IB,180012,"20,680,521",0,2.502,"15,382",42.1123
322,2026/4/9,180012.IB,180012,"20,680,521",0,2.502,"15,383",42.1151
323,2026/4/10,180011.IB,180011,"20,280,517",0,0.883,768,2.1014
324,2026/4/9,180011.IB,180011,"20,280,517",0,0.8865,769,2.1041
325,2026/4/10,180006.IB,180006,"20,480,319",0,2.2998,"8,014",21.9397
326,2026/4/9,180006.IB,180006,"20,480,319",0,2.3,"8,015",21.9425
327,2026/4/10,180004.IB,180004,"20,280,201",0,0.82,662,1.8137
328,2026/4/9,180004.IB,180004,"20,280,201","60,000,000.00",0.82,663,1.8164
329,2026/4/10,170026.IB,170026,"20,671,120",0,2.4108,"15,199",41.6137
330,2026/4/9,170026.IB,170026,"20,671,120","400,000,000.00",2.4109,"15,200",41.6164
331,2026/4/10,170025.IB,170025,"20,271,102",0,0.77,571,1.5644
332,2026/4/9,170025.IB,170025,"20,271,102","270,000,000.00",0.77,572,1.5671
333,2026/4/10,170022.IB,170022,"20,471,023","80,000,000.00",2.29,"7,866",21.537
334,2026/4/9,170022.IB,170022,"20,471,023",0,2.3098,"7,867",21.5397
335,2026/4/10,170018.IB,170018,"20,270,803","240,000,000.00",0.78,480,1.3151
336,2026/4/9,170018.IB,170018,"20,270,803","390,190,000.00",0.81,481,1.3178
337,2026/4/10,170015.IB,170015,"20,470,724",0,2.3199,"7,775",21.2877
338,2026/4/9,170015.IB,170015,"20,470,724",0,2.32,"7,776",21.2904
339,2026/4/10,170011.IB,170011,"20,670,522",0,2.3962,"15,017",41.1151
340,2026/4/9,170011.IB,170011,"20,670,522",0,2.3963,"15,018",41.1178
341,2026/4/10,170010.IB,170010,"20,270,504",0,0.8702,389,1.0658
342,2026/4/9,170010.IB,170010,"20,270,504","48,600,000.00",0.85,390,1.0685
343,2026/4/10,170005.IB,170005,"20,470,220",0,2.3077,"7,621",20.8658
344,2026/4/9,170005.IB,170005,"20,470,220",0,2.3078,"7,622",20.8685
345,2026/4/10,170004.IB,170004,"20,270,209",0,0.83,305,0.8356
346,2026/4/9,170004.IB,170004,"20,270,209","260,000,000.00",0.83,306,0.8384
347,2026/4/10,1700002.IB,1700002,"20,270,829",0,0.5446,506,1.3863
348,2026/4/9,1700002.IB,1700002,"20,270,829",0,0.5505,507,1.389
349,2026/4/10,160026.IB,160026,"20,661,121",0,2.0176,"14,835",40.6164
350,2026/4/9,160026.IB,160026,"20,661,121",0,2.0176,"14,836",40.6192
351,2026/4/10,160023.IB,160023,"20,261,103",0,1.1304,207,0.5671
352,2026/4/9,160023.IB,160023,"20,261,103","360,000,000.00",1.138,208,0.5699
353,2026/4/10,160019.IB,160019,"20,460,822",0,2.2987,"7,439",20.3671
354,2026/4/9,160019.IB,160019,"20,460,822","30,000,000.00",2.2988,"7,440",20.3699
355,2026/4/10,160017.IB,160017,"20,260,804","480,000,000.00",0.89,116,0.3178
356,2026/4/9,160017.IB,160017,"20,260,804","1,550,000,000.00",0.88,117,0.3205
357,2026/4/10,160013.IB,160013,"20,660,523","20,000,000.00",2.4475,"14,653",40.1178
358,2026/4/9,160013.IB,160013,"20,660,523","20,000,000.00",2.455,"14,654",40.1205
359,2026/4/10,160008.IB,160008,"20,460,425",0,2.3,"7,320",20.0411
360,2026/4/9,160008.IB,160008,"20,460,425","400,000.00",2.3,"7,321",20.0438
361,2026/4/10,150028.IB,150028,"20,651,123",0,2.469,"14,472",39.6219
362,2026/4/9,150028.IB,150028,"20,651,123",0,2.4691,"14,473",39.6247
363,2026/4/10,150025.IB,150025,"20,451,020",0,2.2204,"7,133",19.5288
364,2026/4/9,150025.IB,150025,"20,451,020","1,400,000.00",2.22,"7,134",19.5315
365,2026/4/10,150021.IB,150021,"20,350,922",0,1.588,"3,452",9.4521
366,2026/4/9,150021.IB,150021,"20,350,922",0,1.5886,"3,453",9.4548
367,2026/4/10,150017.IB,150017,"20,450,727",0,2.2884,"7,048",19.2959
368,2026/4/9,150017.IB,150017,"20,450,727",0,2.2885,"7,049",19.2986
369,2026/4/10,150010.IB,150010,"20,650,525",0,3.9965,"14,290",39.1233
370,2026/4/9,150010.IB,150010,"20,650,525",0,3.9965,"14,291",39.126
371,2026/4/10,150008.IB,150008,"20,350,427",0,1.5009,"3,304",9.0466
372,2026/4/9,150008.IB,150008,"20,350,427",0,1.5016,"3,305",9.0493
373,2026/4/10,140027.IB,140027,"20,641,124",0,2.3623,"14,108",38.6247
374,2026/4/9,140027.IB,140027,"20,641,124","600,000,000.00",2.3624,"14,109",38.6274
375,2026/4/10,140025.IB,140025,"20,441,027","20,000,000.00",2.1,"6,775",18.5479
376,2026/4/9,140025.IB,140025,"20,441,027",0,2.1178,"6,776",18.5507
377,2026/4/10,140017.IB,140017,"20,340,811",0,1.405,"3,045",8.337
378,2026/4/9,140017.IB,140017,"20,340,811",0,1.4059,"3,046",8.3397
379,2026/4/10,140016.IB,140016,"20,440,724",0,2.0647,"6,680",18.2877
380,2026/4/9,140016.IB,140016,"20,440,724",0,2.0649,"6,681",18.2904
381,2026/4/10,140010.IB,140010,"20,640,526",0,2.3839,"13,926",38.126
382,2026/4/9,140010.IB,140010,"20,640,526",0,2.384,"13,927",38.1288
383,2026/4/10,140009.IB,140009,"20,340,428",0,1.5316,"2,940",8.0493
384,2026/4/9,140009.IB,140009,"20,340,428",0,1.5326,"2,941",8.0521
385,2026/4/10,130025.IB,130025,"20,431,209",0,1.9297,"6,452",17.6658
386,2026/4/9,130025.IB,130025,"20,431,209",0,1.93,"6,453",17.6685
387,2026/4/10,130024.IB,130024,"20,631,118",0,2.2846,"13,736",37.6082
